visit,detector,filename,annotation
2025110100195,148,2025110100195_148_likely_good.png,
2025071800447,55,2025071800447_55_likely_good.png,
2025070600432,33,2025070600432_33_likely_bad.png,
2025070300487,50,2025070300487_50_likely_bad.png,
2025071300497,71,2025071300497_71_likely_bad.png,
2025071300613,69,2025071300613_69_likely_bad.png,
2025062900445,80,2025062900445_80_likely_good.png,
2025070700277,155,2025070700277_155_likely_good.png,
2025070100606,63,2025070100606_63_likely_good.png,
2025090200244,127,2025090200244_127_likely_good.png,
2025052500572,26,2025052500572_26_likely_good.png,
2025071700164,159,2025071700164_159_likely_good.png,
2025072200026,14,2025072200026_14_likely_good.png,
2025081600399,90,2025081600399_90_likely_good.png,
2025070700219,162,2025070700219_162_likely_bad.png,
2025072300519,32,2025072300519_32_likely_bad.png,
2025110100153,18,2025110100153_18_likely_good.png,
2025042700330,16,2025042700330_16_likely_good.png,
2025071600686,154,2025071600686_154_likely_good.png,
2025071400116,127,2025071400116_127_likely_good.png,
2025091900165,12,2025091900165_12_likely_bad.png,
2025110300250,183,2025110300250_183_likely_bad.png,
2025123100408,10,2025123100408_10_likely_good.png,
2025070700247,16,2025070700247_16_likely_good.png,
2025070700247,129,2025070700247_129_likely_good.png,
2025070700112,114,2025070700112_114_likely_bad.png,
2025050100250,158,2025050100250_158_likely_bad.png,
2025071300428,140,2025071300428_140_likely_good.png,
2025042800358,9,2025042800358_9_likely_good.png,
2025091300661,153,2025091300661_153_likely_bad.png,
2025042500576,47,2025042500576_47_likely_good.png,
2025072800369,175,2025072800369_175_likely_bad.png,
2025090600255,153,2025090600255_153_likely_bad.png,
2025081000423,107,2025081000423_107_likely_good.png,
2025071300428,115,2025071300428_115_likely_good.png,
2025121600093,185,2025121600093_185_likely_good.png,
2025052500572,64,2025052500572_64_likely_good.png,
2025082600479,26,2025082600479_26_likely_good.png,
2025071300368,174,2025071300368_174_likely_good.png,
2025050300825,150,2025050300825_150_likely_bad.png,
2025081600249,71,2025081600249_71_likely_good.png,
2025070600207,110,2025070600207_110_likely_good.png,
2025081600249,118,2025081600249_118_likely_good.png,
2025070700179,170,2025070700179_170_likely_bad.png,
2025071300368,170,2025071300368_170_likely_good.png,
2025091900193,138,2025091900193_138_likely_bad.png,
2025071900369,118,2025071900369_118_likely_good.png,
2025122300332,116,2025122300332_116_likely_bad.png,
2025052300334,11,2025052300334_11_likely_good.png,
2025081600402,72,2025081600402_72_likely_good.png,
2026010400305,146,2026010400305_146_likely_good.png,
2025110200233,186,2025110200233_186_likely_bad.png,
2025071100851,16,2025071100851_16_likely_bad.png,
2025090600410,173,2025090600410_173_likely_good.png,
2025071700650,78,2025071700650_78_likely_good.png,
2025072800509,14,2025072800509_14_likely_bad.png,
2025090600410,2,2025090600410_2_likely_good.png,
