visit,detector,filename,annotation
2025071200719,104,2025071200719_104_likely_bad.png,
2025112900218,78,2025112900218_78_likely_good.png,
2025070600259,58,2025070600259_58_likely_good.png,
2025070700130,1,2025070700130_1_likely_bad.png,
2025053000278,82,2025053000278_82_likely_good.png,
2025070700262,115,2025070700262_115_likely_good.png,
2025112100147,153,2025112100147_153_likely_good.png,
2025042900506,22,2025042900506_22_likely_good.png,
2025081400358,11,2025081400358_11_likely_good.png,
2025120200368,19,2025120200368_19_likely_good.png,
2025042900197,10,2025042900197_10_likely_good.png,
2025071600414,126,2025071600414_126_likely_good.png,
2025070600473,135,2025070600473_135_likely_good.png,
2025070600043,57,2025070600043_57_likely_bad.png,
2025070300555,89,2025070300555_89_likely_good.png,
2025071200502,26,2025071200502_26_likely_good.png,
2025072000184,157,2025072000184_157_likely_bad.png,
2025070100606,113,2025070100606_113_likely_good.png,
2025072300436,31,2025072300436_31_likely_bad.png,
2025072300519,150,2025072300519_150_likely_bad.png,
2025052500596,108,2025052500596_108_likely_good.png,
2025122300332,165,2025122300332_165_likely_bad.png,
2025071000424,91,2025071000424_91_likely_bad.png,
2025071800110,169,2025071800110_169_likely_good.png,
2025072200181,25,2025072200181_25_likely_good.png,
2025090600221,71,2025090600221_71_likely_good.png,
2025090600221,186,2025090600221_186_likely_good.png,
2025050500443,108,2025050500443_108_likely_good.png,
2025110400469,93,2025110400469_93_likely_good.png,
2025071200544,68,2025071200544_68_likely_good.png,
2025110300251,170,2025110300251_170_likely_bad.png,
2025070300573,62,2025070300573_62_likely_good.png,
2025072300039,181,2025072300039_181_likely_good.png,
2025090400090,11,2025090400090_11_likely_good.png,
2025072000290,16,2025072000290_16_likely_good.png,
2025070900376,147,2025070900376_147_likely_good.png,
2025112500299,9,2025112500299_9_likely_good.png,
2025070700323,31,2025070700323_31_likely_good.png,
2025062100565,164,2025062100565_164_likely_bad.png,
2025070300555,119,2025070300555_119_likely_good.png,
2025110500469,148,2025110500469_148_likely_good.png,
2025070700566,39,2025070700566_39_likely_good.png,
2025121600142,166,2025121600142_166_likely_good.png,
2025072200026,40,2025072200026_40_likely_good.png,
2025110300249,21,2025110300249_21_likely_bad.png,
2025112400362,69,2025112400362_69_likely_good.png,
2025110100208,76,2025110100208_76_likely_good.png,
2025071800435,64,2025071800435_64_likely_bad.png,
