visit,detector,filename,annotation
2025070700179,54,2025070700179_54_likely_bad.png,
2025111400176,162,2025111400176_162_likely_good.png,
2025110500458,173,2025110500458_173_likely_good.png,
2025070800101,172,2025070800101_172_likely_good.png,
2025042900482,37,2025042900482_37_likely_bad.png,
2025070700376,166,2025070700376_166_likely_bad.png,
2025071300587,77,2025071300587_77_likely_bad.png,
2025070700586,153,2025070700586_153_likely_good.png,
2025050100348,30,2025050100348_30_likely_good.png,
2025060400390,154,2025060400390_154_likely_bad.png,
2025072200181,53,2025072200181_53_likely_good.png,
2025071700422,7,2025071700422_7_likely_good.png,
2025102700393,3,2025102700393_3_likely_good.png,
2025070700376,8,2025070700376_8_likely_bad.png,
2025071300368,149,2025071300368_149_likely_good.png,
2025110300251,132,2025110300251_132_likely_bad.png,
2025051500152,47,2025051500152_47_likely_bad.png,
2025060400390,15,2025060400390_15_likely_bad.png,
2025120200358,87,2025120200358_87_likely_good.png,
2025072200032,120,2025072200032_120_likely_good.png,
2025122400082,68,2025122400082_68_likely_good.png,
2025071300253,95,2025071300253_95_likely_good.png,
2025062000436,83,2025062000436_83_likely_good.png,
2026010200408,178,2026010200408_178_likely_good.png,
2025071000358,57,2025071000358_57_likely_bad.png,
2025052300344,16,2025052300344_16_likely_good.png,
2025070600259,62,2025070600259_62_likely_good.png,
2025052300110,93,2025052300110_93_likely_bad.png,
2025070200431,36,2025070200431_36_likely_bad.png,
2025071700666,152,2025071700666_152_likely_good.png,
2025110300240,81,2025110300240_81_likely_bad.png,
2026010100399,47,2026010100399_47_likely_good.png,
2025071000287,177,2025071000287_177_likely_good.png,
2025070900653,37,2025070900653_37_likely_good.png,
2025052900111,165,2025052900111_165_likely_good.png,
2025070600207,98,2025070600207_98_likely_good.png,
2025071200760,45,2025071200760_45_likely_good.png,
2025070300357,24,2025070300357_24_likely_bad.png,
2025071000258,78,2025071000258_78_likely_bad.png,
2025072200152,164,2025072200152_164_likely_bad.png,
2025072800159,96,2025072800159_96_likely_bad.png,
2025090600251,155,2025090600251_155_likely_bad.png,
2025050200386,99,2025050200386_99_likely_good.png,
2025050400562,186,2025050400562_186_likely_good.png,
2025050100434,110,2025050100434_110_likely_good.png,
2025050200386,91,2025050200386_91_likely_good.png,
2025110800059,16,2025110800059_16_likely_good.png,
2025071300596,21,2025071300596_21_likely_bad.png,
2025070300357,121,2025070300357_121_likely_bad.png,
2025042500576,152,2025042500576_152_likely_good.png,
2025110500458,3,2025110500458_3_likely_good.png,
2025081600613,132,2025081600613_132_likely_good.png,
2025070700277,107,2025070700277_107_likely_good.png,
2025112700314,72,2025112700314_72_likely_good.png,
2025070100461,81,2025070100461_81_likely_good.png,
2025071000404,186,2025071000404_186_likely_bad.png,
2026010500042,170,2026010500042_170_likely_good.png,
2025071700422,160,2025071700422_160_likely_good.png,
2025070100743,152,2025070100743_152_likely_good.png,
2025090600254,19,2025090600254_19_likely_bad.png,
2025070800142,26,2025070800142_26_likely_good.png,
2025062200463,97,2025062200463_97_likely_bad.png,
2025071000287,1,2025071000287_1_likely_good.png,
2025082800180,117,2025082800180_117_likely_bad.png,
2025072000290,23,2025072000290_23_likely_good.png,
2025072800460,19,2025072800460_19_likely_good.png,
2025071600414,116,2025071600414_116_likely_good.png,
2025071200270,165,2025071200270_165_likely_good.png,
2025071300585,111,2025071300585_111_likely_bad.png,
2025071000424,84,2025071000424_84_likely_bad.png,
2025050400608,3,2025050400608_3_likely_good.png,
2025050300572,144,2025050300572_144_likely_good.png,
2025060100619,102,2025060100619_102_likely_good.png,
2025111800171,130,2025111800171_130_likely_good.png,
2025122300403,162,2025122300403_162_likely_good.png,
2025042900197,50,2025042900197_50_likely_good.png,
2025070700323,30,2025070700323_30_likely_good.png,
