visit,detector,filename,annotation
2025050500443,135,2025050500443_135_likely_good.png,
2025071000545,1,2025071000545_1_likely_good.png,
2025070600432,35,2025070600432_35_likely_bad.png,
2025121000406,22,2025121000406_22_likely_good.png,
2025070700139,136,2025070700139_136_likely_bad.png,
2025110300253,64,2025110300253_64_likely_bad.png,
2025070100308,142,2025070100308_142_likely_good.png,
2025081000294,141,2025081000294_141_likely_good.png,
2025111400181,39,2025111400181_39_likely_good.png,
2025081600320,7,2025081600320_7_likely_good.png,
2025072000187,60,2025072000187_60_likely_bad.png,
2026010200346,28,2026010200346_28_likely_good.png,
2025072200179,160,2025072200179_160_likely_good.png,
2025050400492,62,2025050400492_62_likely_good.png,
2025082600610,96,2025082600610_96_likely_good.png,
2025070100664,14,2025070100664_14_likely_good.png,
2025071300614,61,2025071300614_61_likely_bad.png,
2025070700159,142,2025070700159_142_likely_bad.png,
2025112900349,42,2025112900349_42_likely_good.png,
2025071200445,30,2025071200445_30_likely_good.png,
2026010100373,75,2026010100373_75_likely_good.png,
2025122300333,83,2025122300333_83_likely_bad.png,
2025071200547,124,2025071200547_124_likely_good.png,
2025071200491,86,2025071200491_86_likely_good.png,
2025081300450,136,2025081300450_136_likely_good.png,
2025081000423,163,2025081000423_163_likely_good.png,
2025081600241,179,2025081600241_179_likely_good.png,
2025050100348,170,2025050100348_170_likely_good.png,
2025071900566,169,2025071900566_169_likely_good.png,
2025121600305,40,2025121600305_40_likely_good.png,
2025090600255,112,2025090600255_112_likely_bad.png,
2025070100461,80,2025070100461_80_likely_good.png,
2025071200713,15,2025071200713_15_likely_bad.png,
2025070700180,86,2025070700180_86_likely_bad.png,
2025091900190,178,2025091900190_178_likely_bad.png,
2025072200309,16,2025072200309_16_likely_good.png,
2025090400090,130,2025090400090_130_likely_good.png,
2025070600620,144,2025070600620_144_likely_bad.png,
2026010500315,126,2026010500315_126_likely_good.png,
2025070600259,2,2025070600259_2_likely_good.png,
2025070700282,117,2025070700282_117_likely_bad.png,
2025072200309,187,2025072200309_187_likely_good.png,
2025070700262,40,2025070700262_40_likely_good.png,
2025070800485,185,2025070800485_185_likely_good.png,
2025071000258,145,2025071000258_145_likely_bad.png,
2025062100566,156,2025062100566_156_likely_bad.png,
2025050400608,7,2025050400608_7_likely_good.png,
2025091900187,79,2025091900187_79_likely_bad.png,
2025110100224,31,2025110100224_31_likely_good.png,
2025072800460,69,2025072800460_69_likely_good.png,
2025070600259,54,2025070600259_54_likely_good.png,
2025112400362,54,2025112400362_54_likely_good.png,
2025081600249,15,2025081600249_15_likely_good.png,
2026010300815,15,2026010300815_15_likely_good.png,
2025090500193,108,2025090500193_108_likely_good.png,
2025070700200,134,2025070700200_134_likely_bad.png,
2025070300555,126,2025070300555_126_likely_good.png,
2025042500576,151,2025042500576_151_likely_good.png,
2025070600207,164,2025070600207_164_likely_good.png,
2025122400218,67,2025122400218_67_likely_good.png,
2025071000545,84,2025071000545_84_likely_good.png,
2025070700219,59,2025070700219_59_likely_bad.png,
2025060400181,43,2025060400181_43_likely_good.png,
