visit,detector,filename,annotation
2025042800481,126,2025042800481_126_likely_good.png,
2025071700715,7,2025071700715_7_likely_bad.png,
2025081000294,66,2025081000294_66_likely_good.png,
2025110800059,69,2025110800059_69_likely_good.png,
2025112600301,135,2025112600301_135_likely_good.png,
2025070600043,91,2025070600043_91_likely_bad.png,
2025110800257,160,2025110800257_160_likely_good.png,
2025070700112,34,2025070700112_34_likely_bad.png,
2025050100641,59,2025050100641_59_likely_good.png,
2025072300520,131,2025072300520_131_likely_bad.png,
2025111100195,95,2025111100195_95_likely_good.png,
2025072000477,8,2025072000477_8_likely_good.png,
2025071700415,110,2025071700415_110_likely_good.png,
2025062000238,39,2025062000238_39_likely_bad.png,
2025122400082,131,2025122400082_131_likely_good.png,
2025071000499,34,2025071000499_34_likely_good.png,
2025072000184,104,2025072000184_104_likely_bad.png,
2025050200653,6,2025050200653_6_likely_good.png,
2025110300248,100,2025110300248_100_likely_bad.png,
2025072300039,22,2025072300039_22_likely_good.png,
2025090600525,86,2025090600525_86_likely_bad.png,
2025070100461,42,2025070100461_42_likely_good.png,
2025050100670,127,2025050100670_127_likely_good.png,
2025081600241,165,2025081600241_165_likely_good.png,
2025071300617,35,2025071300617_35_likely_good.png,
2026010400438,21,2026010400438_21_likely_good.png,
2025050200784,46,2025050200784_46_likely_good.png,
2025091900189,82,2025091900189_82_likely_bad.png,
2025111600436,62,2025111600436_62_likely_good.png,
2025072800504,60,2025072800504_60_likely_bad.png,
2025110200233,102,2025110200233_102_likely_bad.png,
2025070200452,41,2025070200452_41_likely_good.png,
2025070600432,77,2025070600432_77_likely_bad.png,
2025060400181,177,2025060400181_177_likely_good.png,
2025082600479,162,2025082600479_162_likely_good.png,
2025070400537,99,2025070400537_99_likely_bad.png,
2025110300240,151,2025110300240_151_likely_bad.png,
2025121600305,99,2025121600305_99_likely_good.png,
2025070900369,12,2025070900369_12_likely_good.png,
2025071000403,116,2025071000403_116_likely_bad.png,
2025063000537,132,2025063000537_132_likely_good.png,
2025070800106,92,2025070800106_92_likely_bad.png,
2025071000404,5,2025071000404_5_likely_bad.png,
2025042800292,101,2025042800292_101_likely_good.png,
2025070700191,181,2025070700191_181_likely_bad.png,
2025062300369,17,2025062300369_17_likely_good.png,
2025071600503,51,2025071600503_51_likely_good.png,
2025042900197,171,2025042900197_171_likely_good.png,
2025070900467,126,2025070900467_126_likely_bad.png,
2025070900369,3,2025070900369_3_likely_good.png,
2025072800483,18,2025072800483_18_likely_good.png,
2025050300825,114,2025050300825_114_likely_bad.png,
2026010500333,145,2026010500333_145_likely_good.png,
2025072100314,31,2025072100314_31_likely_bad.png,
2025072200026,63,2025072200026_63_likely_good.png,
2025071200502,34,2025071200502_34_likely_good.png,
2025070800305,45,2025070800305_45_likely_bad.png,
2025050100670,179,2025050100670_179_likely_good.png,
2025112700139,92,2025112700139_92_likely_good.png,
2025110100145,17,2025110100145_17_likely_bad.png,
2025052500572,159,2025052500572_159_likely_good.png,
2025050100537,178,2025050100537_178_likely_good.png,
2025110300241,131,2025110300241_131_likely_bad.png,
2025050500481,142,2025050500481_142_likely_good.png,
2025071300497,182,2025071300497_182_likely_bad.png,
2025120200368,166,2025120200368_166_likely_good.png,
2025062000203,148,2025062000203_148_likely_good.png,
2025071600686,61,2025071600686_61_likely_good.png,
2025071200291,55,2025071200291_55_likely_good.png,
2025050200653,74,2025050200653_74_likely_good.png,
2025060400157,174,2025060400157_174_likely_good.png,
2025062000203,143,2025062000203_143_likely_good.png,
2025071000255,32,2025071000255_32_likely_good.png,
2025121600305,92,2025121600305_92_likely_good.png,
2025070300378,73,2025070300378_73_likely_good.png,
2025090200223,99,2025090200223_99_likely_bad.png,
2025071200364,54,2025071200364_54_likely_good.png,
2025071200491,74,2025071200491_74_likely_good.png,
2025071200541,89,2025071200541_89_likely_good.png,
2025052300105,29,2025052300105_29_likely_good.png,
2025070200452,104,2025070200452_104_likely_good.png,
2026010200346,119,2026010200346_119_likely_good.png,
2025071100368,85,2025071100368_85_likely_good.png,
2025072000477,9,2025072000477_9_likely_good.png,
2026010100282,81,2026010100282_81_likely_good.png,
2025062000238,69,2025062000238_69_likely_bad.png,
2025081300321,14,2025081300321_14_likely_bad.png,
2025052100143,155,2025052100143_155_likely_good.png,
2025071300614,106,2025071300614_106_likely_bad.png,
2025050300491,187,2025050300491_187_likely_bad.png,
2025070800387,34,2025070800387_34_likely_good.png,
2025042900197,184,2025042900197_184_likely_good.png,
2025102400209,87,2025102400209_87_likely_good.png,
2025052300105,88,2025052300105_88_likely_good.png,
2025042800292,90,2025042800292_90_likely_good.png,
2025072200152,3,2025072200152_3_likely_bad.png,
2025071900065,135,2025071900065_135_likely_good.png,
2025072300519,28,2025072300519_28_likely_bad.png,
2026010300739,106,2026010300739_106_likely_good.png,
2025042700330,24,2025042700330_24_likely_good.png,
2025070300408,142,2025070300408_142_likely_good.png,
2025062100330,112,2025062100330_112_likely_good.png,
2025072100224,112,2025072100224_112_likely_good.png,
2025070700586,182,2025070700586_182_likely_good.png,
2025110400469,125,2025110400469_125_likely_good.png,
2026010600063,67,2026010600063_67_likely_good.png,
2025070400784,101,2025070400784_101_likely_good.png,
2025071000545,49,2025071000545_49_likely_good.png,
2025071200608,28,2025071200608_28_likely_bad.png,
2025070800455,186,2025070800455_186_likely_good.png,
2025070900464,135,2025070900464_135_likely_bad.png,
2025090600221,43,2025090600221_43_likely_good.png,
2025072200033,138,2025072200033_138_likely_good.png,
2025071600686,150,2025071600686_150_likely_good.png,
2025072300107,14,2025072300107_14_likely_good.png,
2025052000185,73,2025052000185_73_likely_good.png,
2025071300495,129,2025071300495_129_likely_bad.png,
2025070800387,67,2025070800387_67_likely_good.png,
2025071000102,44,2025071000102_44_likely_good.png,
2025110200233,128,2025110200233_128_likely_bad.png,
2025072800159,63,2025072800159_63_likely_bad.png,
2025071300253,127,2025071300253_127_likely_good.png,
2025070700335,155,2025070700335_155_likely_good.png,
2025060100619,2,2025060100619_2_likely_good.png,
2025071700195,159,2025071700195_159_likely_good.png,
2025070400536,16,2025070400536_16_likely_bad.png,
2025071300613,32,2025071300613_32_likely_bad.png,
2025090600410,49,2025090600410_49_likely_good.png,
2025050100371,18,2025050100371_18_likely_good.png,
2025072800504,42,2025072800504_42_likely_bad.png,
2025070900562,142,2025070900562_142_likely_good.png,
2025110100146,102,2025110100146_102_likely_bad.png,
2025110800257,13,2025110800257_13_likely_good.png,
2025071800447,64,2025071800447_64_likely_good.png,
2025062900445,69,2025062900445_69_likely_good.png,
2025120200368,129,2025120200368_129_likely_good.png,
2025082600607,61,2025082600607_61_likely_good.png,
2025050300320,184,2025050300320_184_likely_bad.png,
2025070100415,53,2025070100415_53_likely_good.png,
2025070900653,56,2025070900653_56_likely_good.png,
2025071900622,126,2025071900622_126_likely_good.png,
2025042800360,132,2025042800360_132_likely_good.png,
2025060100619,26,2025060100619_26_likely_good.png,
2025070700323,74,2025070700323_74_likely_good.png,
2025070600432,112,2025070600432_112_likely_bad.png,
2025070400538,179,2025070400538_179_likely_bad.png,
2025070700436,14,2025070700436_14_likely_bad.png,
2025052500596,93,2025052500596_93_likely_good.png,
2025072300582,102,2025072300582_102_likely_good.png,
2025042800360,159,2025042800360_159_likely_good.png,
2025070700159,88,2025070700159_88_likely_bad.png,
2025062300417,68,2025062300417_68_likely_bad.png,
2025102600336,74,2025102600336_74_likely_good.png,
2025071100820,58,2025071100820_58_likely_bad.png,
2025062000219,61,2025062000219_61_likely_bad.png,
2025081300450,80,2025081300450_80_likely_good.png,
2025062100565,138,2025062100565_138_likely_bad.png,
2026010400312,120,2026010400312_120_likely_good.png,
2025042900614,28,2025042900614_28_likely_good.png,
2025070700459,136,2025070700459_136_likely_good.png,
2025081300321,76,2025081300321_76_likely_bad.png,
2025042900482,2,2025042900482_2_likely_bad.png,
2025071300107,2,2025071300107_2_likely_good.png,
2025070700335,142,2025070700335_142_likely_good.png,
2025082800179,176,2025082800179_176_likely_bad.png,
2025121000406,40,2025121000406_40_likely_good.png,
2025050200784,108,2025050200784_108_likely_good.png,
2025042800360,19,2025042800360_19_likely_good.png,
2025110500332,12,2025110500332_12_likely_good.png,
2025062000436,69,2025062000436_69_likely_good.png,
2025122400368,100,2025122400368_100_likely_good.png,
2025070300357,100,2025070300357_100_likely_bad.png,
2025081300450,169,2025081300450_169_likely_good.png,
2025051900252,57,2025051900252_57_likely_bad.png,
2025081000294,50,2025081000294_50_likely_good.png,
2026010100399,79,2026010100399_79_likely_good.png,
2025081600343,143,2025081600343_143_likely_good.png,
2025070200432,171,2025070200432_171_likely_bad.png,
2026010500136,150,2026010500136_150_likely_good.png,
2025063000539,154,2025063000539_154_likely_good.png,
2025070700121,89,2025070700121_89_likely_bad.png,
2025110700365,107,2025110700365_107_likely_good.png,
2025071700422,12,2025071700422_12_likely_good.png,
2025112900211,126,2025112900211_126_likely_good.png,
2025110100195,43,2025110100195_43_likely_good.png,
2025060400157,37,2025060400157_37_likely_good.png,
2025070200076,44,2025070200076_44_likely_good.png,
2025071300613,48,2025071300613_48_likely_bad.png,
2025070300667,49,2025070300667_49_likely_bad.png,
2025112400362,64,2025112400362_64_likely_good.png,
2025081600249,74,2025081600249_74_likely_good.png,
2025090600363,92,2025090600363_92_likely_bad.png,
2025070700247,114,2025070700247_114_likely_good.png,
2025121600142,1,2025121600142_1_likely_good.png,
2025042900197,114,2025042900197_114_likely_good.png,
2025071600414,111,2025071600414_111_likely_good.png,
2025070400684,131,2025070400684_131_likely_good.png,
2025050500481,148,2025050500481_148_likely_good.png,
2025070300425,155,2025070300425_155_likely_bad.png,
2025112600301,28,2025112600301_28_likely_good.png,
2025050300589,139,2025050300589_139_likely_good.png,
2025050300535,167,2025050300535_167_likely_good.png,
2025071900580,67,2025071900580_67_likely_good.png,
2025071800160,70,2025071800160_70_likely_bad.png,
2025070700486,29,2025070700486_29_likely_bad.png,
2025072200265,32,2025072200265_32_likely_bad.png,
2025112100147,21,2025112100147_21_likely_good.png,
2025071200713,54,2025071200713_54_likely_bad.png,
2025042900482,171,2025042900482_171_likely_bad.png,
2025050100537,112,2025050100537_112_likely_good.png,
2025091300661,146,2025091300661_146_likely_bad.png,
2025050200399,57,2025050200399_57_likely_good.png,
2025071200665,2,2025071200665_2_likely_bad.png,
2025112100147,133,2025112100147_133_likely_good.png,
2025110900396,139,2025110900396_139_likely_good.png,
2025070700221,102,2025070700221_102_likely_bad.png,
2025071400080,143,2025071400080_143_likely_bad.png,
2025071300495,36,2025071300495_36_likely_bad.png,
2025070700113,140,2025070700113_140_likely_bad.png,
