visit,detector,filename,annotation
2025072000290,175,2025072000290_175_likely_good.png,
2025071300253,14,2025071300253_14_likely_good.png,
2025070300555,98,2025070300555_98_likely_good.png,
2025050100348,71,2025050100348_71_likely_good.png,
2025050200784,3,2025050200784_3_likely_good.png,
2025072200309,29,2025072200309_29_likely_good.png,
2025053000278,54,2025053000278_54_likely_good.png,
2025112900349,5,2025112900349_5_likely_good.png,
2025112900400,51,2025112900400_51_likely_good.png,
2025062000238,37,2025062000238_37_likely_bad.png,
2025102400209,74,2025102400209_74_likely_good.png,
2025070700323,2,2025070700323_2_likely_good.png,
2026010300739,103,2026010300739_103_likely_good.png,
2025112400362,26,2025112400362_26_likely_good.png,
2025071000373,142,2025071000373_142_likely_good.png,
2025123100408,37,2025123100408_37_likely_good.png,
2025052400159,184,2025052400159_184_likely_good.png,
2025091900256,177,2025091900256_177_likely_bad.png,
2025071200303,185,2025071200303_185_likely_good.png,
2025050100641,143,2025050100641_143_likely_good.png,
2025112500299,33,2025112500299_33_likely_good.png,
2025110200233,143,2025110200233_143_likely_bad.png,
2025042800360,15,2025042800360_15_likely_good.png,
2025072300436,38,2025072300436_38_likely_bad.png,
2025071600475,174,2025071600475_174_likely_good.png,
2025062100330,96,2025062100330_96_likely_good.png,
2025082600610,45,2025082600610_45_likely_good.png,
2025071000545,5,2025071000545_5_likely_good.png,
2026010600063,109,2026010600063_109_likely_good.png,
2025122000298,21,2025122000298_21_likely_good.png,
2025082600607,113,2025082600607_113_likely_good.png,
2025071000255,88,2025071000255_88_likely_good.png,
2025072300435,80,2025072300435_80_likely_bad.png,
2025111800171,160,2025111800171_160_likely_good.png,
2025070700323,50,2025070700323_50_likely_good.png,
2025050300805,53,2025050300805_53_likely_good.png,
2025070800455,187,2025070800455_187_likely_good.png,
2025042900506,83,2025042900506_83_likely_good.png,
2025112800082,77,2025112800082_77_likely_good.png,
2025070100461,83,2025070100461_83_likely_good.png,
2025063000444,98,2025063000444_98_likely_good.png,
2026010500333,129,2026010500333_129_likely_good.png,
2025061900259,79,2025061900259_79_likely_good.png,
2026010200042,77,2026010200042_77_likely_good.png,
2025071300591,29,2025071300591_29_likely_bad.png,
2025071300107,7,2025071300107_7_likely_good.png,
2025071700348,120,2025071700348_120_likely_bad.png,
2025071300599,137,2025071300599_137_likely_bad.png,
2025070600432,103,2025070600432_103_likely_bad.png,
2025081300321,11,2025081300321_11_likely_bad.png,
2025070800106,157,2025070800106_157_likely_bad.png,
2025090600254,2,2025090600254_2_likely_bad.png,
2026010300739,58,2026010300739_58_likely_good.png,
2025121600142,114,2025121600142_114_likely_good.png,
2025070700219,75,2025070700219_75_likely_bad.png,
2025090600221,112,2025090600221_112_likely_good.png,
2025072200083,45,2025072200083_45_likely_good.png,
2025071200758,24,2025071200758_24_likely_good.png,
2025072200154,34,2025072200154_34_likely_bad.png,
2025071000258,109,2025071000258_109_likely_bad.png,
2025042900482,155,2025042900482_155_likely_bad.png,
2025071300368,103,2025071300368_103_likely_good.png,
2025070700247,128,2025070700247_128_likely_good.png,
2025071000401,19,2025071000401_19_likely_bad.png,
2025070400784,89,2025070400784_89_likely_good.png,
2025071600414,93,2025071600414_93_likely_good.png,
2025070600259,34,2025070600259_34_likely_good.png,
2025062100566,134,2025062100566_134_likely_bad.png,
2025042800481,31,2025042800481_31_likely_good.png,
2025071000403,104,2025071000403_104_likely_bad.png,
2025050300320,79,2025050300320_79_likely_bad.png,
2025070700139,12,2025070700139_12_likely_bad.png,
2025072800368,102,2025072800368_102_likely_bad.png,
2025070700335,136,2025070700335_136_likely_good.png,
2026010500315,61,2026010500315_61_likely_good.png,
2025110100195,170,2025110100195_170_likely_good.png,
2025090200244,186,2025090200244_186_likely_good.png,
2025050300589,157,2025050300589_157_likely_good.png,
2025070600619,54,2025070600619_54_likely_bad.png,
2025071700345,23,2025071700345_23_likely_bad.png,
2025110100143,144,2025110100143_144_likely_bad.png,
2025050300572,62,2025050300572_62_likely_good.png,
2025070300408,135,2025070300408_135_likely_good.png,
2025070100743,26,2025070100743_26_likely_good.png,
2025070700586,116,2025070700586_116_likely_good.png,
2025110100141,120,2025110100141_120_likely_bad.png,
2025071200760,2,2025071200760_2_likely_good.png,
2025050100348,78,2025050100348_78_likely_good.png,
2025081600249,184,2025081600249_184_likely_good.png,
2025072200105,117,2025072200105_117_likely_good.png,
2025070400538,55,2025070400538_55_likely_bad.png,
2025102400209,81,2025102400209_81_likely_good.png,
2025071000499,63,2025071000499_63_likely_good.png,
2025062900394,35,2025062900394_35_likely_good.png,
2025062900372,127,2025062900372_127_likely_good.png,
2025110300247,142,2025110300247_142_likely_bad.png,
2025090600364,31,2025090600364_31_likely_bad.png,
2025110300247,69,2025110300247_69_likely_bad.png,
2025062000351,13,2025062000351_13_likely_good.png,
2025123100408,110,2025123100408_110_likely_good.png,
2025071200445,73,2025071200445_73_likely_good.png,
2025052400159,176,2025052400159_176_likely_good.png,
2025072200154,180,2025072200154_180_likely_bad.png,
2025071700348,23,2025071700348_23_likely_bad.png,
2025072300036,166,2025072300036_166_likely_good.png,
2025071200319,21,2025071200319_21_likely_good.png,
2025071300253,146,2025071300253_146_likely_good.png,
2025071300593,61,2025071300593_61_likely_bad.png,
2025072200154,26,2025072200154_26_likely_bad.png,
2025110800195,74,2025110800195_74_likely_good.png,
2025070400281,32,2025070400281_32_likely_good.png,
2026010100373,62,2026010100373_62_likely_good.png,
2025112900218,91,2025112900218_91_likely_good.png,
2025050200653,79,2025050200653_79_likely_good.png,
2025110300253,162,2025110300253_162_likely_bad.png,
2025110900391,178,2025110900391_178_likely_good.png,
2025071900561,62,2025071900561_62_likely_good.png,
2025070700089,77,2025070700089_77_likely_bad.png,
2025110800257,31,2025110800257_31_likely_good.png,
2025071700650,111,2025071700650_111_likely_good.png,
2025071500136,75,2025071500136_75_likely_bad.png,
2025122300327,180,2025122300327_180_likely_bad.png,
2025091900256,125,2025091900256_125_likely_bad.png,
2025050100537,47,2025050100537_47_likely_good.png,
2025070900698,152,2025070900698_152_likely_bad.png,
2026010100282,162,2026010100282_162_likely_good.png,
2025071100181,2,2025071100181_2_likely_good.png,
2025070700179,72,2025070700179_72_likely_bad.png,
2025071300586,49,2025071300586_49_likely_bad.png,
2025071400136,126,2025071400136_126_likely_good.png,
2025110200251,146,2025110200251_146_likely_good.png,
2025070700121,152,2025070700121_152_likely_bad.png,
