visit,detector,filename,annotation
2025070700335,131,2025070700335_131_likely_good.png,
2026010500136,63,2026010500136_63_likely_good.png,
2025091900228,114,2025091900228_114_likely_bad.png,
2025071200364,146,2025071200364_146_likely_good.png,
2025082800192,175,2025082800192_175_likely_good.png,
2025071300590,52,2025071300590_52_likely_bad.png,
2025052300334,23,2025052300334_23_likely_good.png,
2025050100670,115,2025050100670_115_likely_good.png,
2025071000068,40,2025071000068_40_likely_good.png,
2025062000556,169,2025062000556_169_likely_bad.png,
2025072100314,1,2025072100314_1_likely_bad.png,
2025071400180,107,2025071400180_107_likely_good.png,
2025070700218,132,2025070700218_132_likely_bad.png,
2025112900174,81,2025112900174_81_likely_good.png,
2025070700231,152,2025070700231_152_likely_bad.png,
2025070700112,155,2025070700112_155_likely_bad.png,
2025071300368,48,2025071300368_48_likely_good.png,
2025071200564,109,2025071200564_109_likely_good.png,
2025071000433,99,2025071000433_99_likely_bad.png,
2025050200784,76,2025050200784_76_likely_good.png,
2025123000170,68,2025123000170_68_likely_good.png,
2025071000515,162,2025071000515_162_likely_bad.png,
2025071100181,42,2025071100181_42_likely_good.png,
2025042900482,140,2025042900482_140_likely_bad.png,
2025071300253,112,2025071300253_112_likely_good.png,
2025081600320,86,2025081600320_86_likely_good.png,
2025070700179,135,2025070700179_135_likely_bad.png,
2025070600042,16,2025070600042_16_likely_bad.png,
2025070300555,151,2025070300555_151_likely_good.png,
2025071100368,132,2025071100368_132_likely_good.png,
2025050200399,186,2025050200399_186_likely_good.png,
2025071300067,26,2025071300067_26_likely_good.png,
2025122400368,72,2025122400368_72_likely_good.png,
2025060900623,167,2025060900623_167_likely_good.png,
2025050200312,108,2025050200312_108_likely_good.png,
2025091900198,134,2025091900198_134_likely_bad.png,
2025111100195,111,2025111100195_111_likely_good.png,
2025111400181,75,2025111400181_75_likely_good.png,
2025072000477,50,2025072000477_50_likely_good.png,
2025071700666,155,2025071700666_155_likely_good.png,
2025081400358,34,2025081400358_34_likely_good.png,
2025072200179,153,2025072200179_153_likely_good.png,
2025071600475,39,2025071600475_39_likely_good.png,
2025070900653,100,2025070900653_100_likely_good.png,
2025070100664,170,2025070100664_170_likely_good.png,
2025050300825,8,2025050300825_8_likely_bad.png,
2025071000423,116,2025071000423_116_likely_bad.png,
2025072000477,44,2025072000477_44_likely_good.png,
2025050300805,182,2025050300805_182_likely_good.png,
2025122300333,41,2025122300333_41_likely_bad.png,
2025071100820,11,2025071100820_11_likely_bad.png,
2025070600620,44,2025070600620_44_likely_bad.png,
2025081300321,63,2025081300321_63_likely_bad.png,
2025071600414,89,2025071600414_89_likely_good.png,
2025050500443,184,2025050500443_184_likely_good.png,
2025070100664,66,2025070100664_66_likely_good.png,
2025070200397,152,2025070200397_152_likely_good.png,
2025112900354,21,2025112900354_21_likely_good.png,
2025110100142,8,2025110100142_8_likely_bad.png,
2025062000219,10,2025062000219_10_likely_bad.png,
2025081600402,21,2025081600402_21_likely_good.png,
2025050300470,157,2025050300470_157_likely_bad.png,
2025071700195,47,2025071700195_47_likely_good.png,
2025070900267,3,2025070900267_3_likely_good.png,
2025072300107,8,2025072300107_8_likely_good.png,
2026010300815,106,2026010300815_106_likely_good.png,
2025071200564,5,2025071200564_5_likely_good.png,
2025120200368,108,2025120200368_108_likely_good.png,
2025070700232,178,2025070700232_178_likely_bad.png,
2026010500315,183,2026010500315_183_likely_good.png,
2025071800435,53,2025071800435_53_likely_bad.png,
2025070700199,175,2025070700199_175_likely_bad.png,
2025071700666,92,2025071700666_92_likely_good.png,
2025050300589,150,2025050300589_150_likely_good.png,
2025081600402,159,2025081600402_159_likely_good.png,
2025070800305,137,2025070800305_137_likely_bad.png,
2025090400090,146,2025090400090_146_likely_good.png,
2025070700486,32,2025070700486_32_likely_bad.png,
2025072000187,1,2025072000187_1_likely_bad.png,
2025071200270,75,2025071200270_75_likely_good.png,
2025071000433,25,2025071000433_25_likely_bad.png,
2025070300573,141,2025070300573_141_likely_good.png,
2025110300242,32,2025110300242_32_likely_bad.png,
2025070700335,90,2025070700335_90_likely_good.png,
2025071200758,21,2025071200758_21_likely_good.png,
2025071700717,76,2025071700717_76_likely_bad.png,
2025111600436,135,2025111600436_135_likely_good.png,
2025070300416,153,2025070300416_153_likely_bad.png,
2025070600259,180,2025070600259_180_likely_good.png,
2025072200363,105,2025072200363_105_likely_good.png,
2025081600402,96,2025081600402_96_likely_good.png,
2025071100788,128,2025071100788_128_likely_good.png,
2025042800280,32,2025042800280_32_likely_good.png,
2025071700666,34,2025071700666_34_likely_good.png,
2025112900174,84,2025112900174_84_likely_good.png,
2025112700139,133,2025112700139_133_likely_good.png,
2025052000185,97,2025052000185_97_likely_good.png,
2025071800219,83,2025071800219_83_likely_good.png,
2025122000298,3,2025122000298_3_likely_good.png,
2025112900349,66,2025112900349_66_likely_good.png,
2025050100348,69,2025050100348_69_likely_good.png,
2025070700459,130,2025070700459_130_likely_good.png,
2025071700347,12,2025071700347_12_likely_bad.png,
2025111400176,181,2025111400176_181_likely_good.png,
2025070700121,149,2025070700121_149_likely_bad.png,
2025122300403,16,2025122300403_16_likely_good.png,
2025071200564,1,2025071200564_1_likely_good.png,
2025071000402,14,2025071000402_14_likely_bad.png,
2025072200363,43,2025072200363_43_likely_good.png,
2025071300329,66,2025071300329_66_likely_good.png,
2025122300328,170,2025122300328_170_likely_bad.png,
2025072200181,124,2025072200181_124_likely_good.png,
2025082600607,64,2025082600607_64_likely_good.png,
2025071900566,148,2025071900566_148_likely_good.png,
2025072200154,73,2025072200154_73_likely_bad.png,
2025071700715,104,2025071700715_104_likely_bad.png,
2025050200386,178,2025050200386_178_likely_good.png,
2025070700202,164,2025070700202_164_likely_bad.png,
2025070700416,75,2025070700416_75_likely_bad.png,
2025110800150,4,2025110800150_4_likely_good.png,
2025070400784,12,2025070400784_12_likely_good.png,
2025121600142,148,2025121600142_148_likely_good.png,
2025050300572,46,2025050300572_46_likely_good.png,
2025071300496,23,2025071300496_23_likely_bad.png,
2025070200597,40,2025070200597_40_likely_good.png,
2025071900566,129,2025071900566_129_likely_good.png,
2025072100170,84,2025072100170_84_likely_good.png,
2025090600363,79,2025090600363_79_likely_bad.png,
